pl_hostname,pl_letter,st_dist,st_disterr,st_glon,st_glat,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2
GJ 3634,b,,,276.223415,25.810030,0.028700,0.001000,-0.001100,7.00000,0.90000,-0.80000,,,,0.02200,0.00350,-0.00350,,,
GJ 433,b,9.04,0.14,284.883981,27.654775,,,,6.03852,0.00000,0.00000,,,,0.01900,,,,,
GJ 436,b,10.23,0.23,210.542041,74.568904,0.028500,,,23.42310,1.71620,-1.71620,4.091,0.202,-0.202,0.07370,0.00540,-0.00540,0.365,0.018,-0.018
GJ 649,b,10.32,0.16,46.523749,35.337414,1.135000,0.035000,-0.035000,104.00000,10.00000,-10.00000,,,,0.32800,0.03200,-0.03200,,,
GJ 667C,b,,,351.839581,1.414650,0.049000,,,5.68570,0.23800,-0.23800,,,,0.01789,0.00075,-0.00075,,,
GJ 667C,c,,,351.839581,1.414650,0.123000,0.020000,-0.020000,4.54500,0.38100,-0.38100,,,,0.01430,0.00120,-0.00120,,,
GJ 674,b,4.54,0.03,343.003882,-6.777523,0.039000,,,11.09000,0.00000,0.00000,,,,0.03489,,,,,
GJ 676A,b,16.13,0.46,339.103970,-9.542696,,,,1271.26644,0.00000,0.00000,,,,4.00000,,,,,
GJ 832,b,4.94,0.03,349.172997,-46.349541,3.400000,0.400000,-0.400000,203.40263,19.06900,-19.06900,,,,0.64000,0.06000,-0.06000,,,
Gj 849,b,8.77,0.16,55.890562,-45.399081,2.350000,,,260.00000,0.00000,0.00000,,,,0.82000,,,,,
Gl 179,b,12.12,0.56,192.225850,-22.862487,2.410000,0.040000,-0.040000,260.00000,20.00000,-20.00000,,,,0.82000,0.07000,-0.07000,,,
Gl 581,b,6.27,0.09,354.077543,40.018750,0.040000,,,15.65000,0.00000,0.00000,,,,0.04924,,,,,
Gl 581,c,6.27,0.09,354.077543,40.018750,0.070000,,,5.36000,0.00000,0.00000,,,,0.01690,,,,,
Gl 581,d,6.27,0.09,354.077543,40.018750,0.220000,,,7.09000,0.00000,0.00000,,,,0.02230,,,,,
Gl 581,e,6.27,0.09,354.077543,40.018750,0.030000,,,1.94000,0.00000,0.00000,,,,0.00610,,,,,
Gl 86,b,10.91,0.07,275.926290,-61.960869,0.113000,0.006500,-0.006500,1243.00000,100.00000,-100.00000,,,,3.91000,0.32000,-0.32000,,,
Gliese 876,b,4.70,0.05,52.003955,-59.630067,0.211000,,,839.00000,0.00000,0.00000,,,,2.64000,,,,,
Gliese 876,c,4.70,0.05,52.003955,-59.630067,0.132000,,,260.00000,0.00000,0.00000,,,,0.83000,,,,,
Gliese 876,d,4.70,0.05,52.003955,-59.630067,0.021000,,,6.30000,0.00000,0.00000,,,,0.02000,,,,,
Gliese 876,e,4.70,0.05,52.003955,-59.630067,0.334300,0.001300,-0.001300,124.26000,0.70000,-0.70000,,,,0.04600,0.00500,-0.00500,,,
GQ Lup,b,,,338.925673,14.511039,,,,6830.00000,6520.00000,-6520.00000,20.000,,,21.50000,20.50000,-20.50000,1.800,,
GSC 06214-00210,b,,,355.261958,20.124738,,,,4449.43000,0.00000,0.00000,,,,14.00000,0.00000,0.00000,,,
HAT-P-11,b,36.36,1.23,81.833662,10.772474,0.053000,0.000200,-0.000800,25.74315,2.86035,-2.86035,4.730,0.112,-0.112,0.08100,0.00900,-0.00900,0.422,0.010,-0.010
HAT-P-12,b,142.50,4.20,87.991696,68.875804,0.038400,0.000300,-0.000300,66.74200,3.81400,-3.81400,10.492,0.135,-0.135,0.21000,0.01200,-0.01200,0.936,0.012,-0.012
HAT-P-13,b,214.00,12.00,172.498255,37.542172,0.042700,0.000600,-0.001200,270.46200,12.07700,-12.07700,14.258,0.729,-0.729,0.85100,0.03800,-0.03800,1.272,0.065,-0.065
HAT-P-13,c,214.00,12.00,172.498255,37.542172,1.188000,0.018000,-0.033000,4830.00000,320.00000,-320.00000,,,,15.20000,1.00000,-1.00000,,,
HAT-P-14,b,205.00,11.00,62.589094,33.537604,0.060600,0.000700,-0.000700,709.36700,18.75120,-18.75120,12.890,0.583,-0.583,2.23200,0.05900,-0.05900,1.150,0.052,-0.052
HAT-P-15,b,190.00,8.00,161.558568,-6.891566,0.096400,0.001400,-0.001400,618.47100,20.97590,-20.97590,12.016,0.482,-0.482,1.94600,0.06600,-0.06600,1.072,0.043,-0.043
HAT-P-16,b,235.00,10.00,120.346854,-20.342618,0.041300,0.000400,-0.000400,1332.61000,29.87480,-29.87480,14.448,0.740,-0.740,4.19300,0.09400,-0.09400,1.289,0.066,-0.066
HAT-P-17,b,90.00,3.00,80.852110,-16.176687,0.088200,0.001400,-0.001400,168.44300,5.72070,-5.72070,11.321,0.325,-0.325,0.53000,0.01800,-0.01800,1.010,0.029,-0.029
HAT-P-17,c,90.00,3.00,80.852110,-16.176687,2.750000,0.120000,-0.120000,444.94300,349.59800,-127.12700,,,,1.40000,1.10000,-0.40000,,,
HAT-P-18,b,166.00,9.00,55.652182,35.561804,0.055900,0.000700,-0.000700,62.60990,4.13162,-4.13162,11.153,0.583,-0.583,0.19700,0.01300,-0.01300,0.995,0.052,-0.052
HAT-P-19,b,215.00,15.00,119.817745,-28.079258,0.046600,0.000800,-0.000800,92.80250,5.72070,-5.72070,12.689,0.807,-0.807,0.29200,0.01800,-0.01800,1.132,0.072,-0.072
HAT-P-1,b,155.00,15.00,99.791512,-19.036217,0.055310,0.001400,-0.001400,167.00000,10.00000,-10.00000,13.730,0.660,-0.660,0.52400,0.03100,-0.03100,1.225,0.059,-0.059
HAT-P-20,b,70.00,3.00,194.414905,18.394672,0.036100,0.000500,-0.000500,2302.90000,59.43170,-59.43170,9.718,0.370,-0.370,7.24600,0.18700,-0.18700,0.867,0.033,-0.033
HAT-P-21,b,254.00,19.00,169.324835,67.463713,0.049400,0.000700,-0.000700,1291.29000,51.16850,-51.16850,11.478,1.031,-1.031,4.06300,0.16100,-0.16100,1.024,0.092,-0.092
HAT-P-22,b,82.00,3.00,163.647264,53.566834,0.041400,0.000500,-0.000500,682.35200,19.38680,-19.38680,12.106,0.650,-0.650,2.14700,0.06100,-0.06100,1.080,0.058,-0.058
HAT-P-23,b,393.00,25.00,58.936294,-11.834165,0.023200,0.000200,-0.000200,664.23700,35.27760,-35.27760,15.334,1.009,-1.009,2.09000,0.11100,-0.11100,1.368,0.090,-0.090
HAT-P-24,b,396.00,20.00,202.738016,11.653161,0.046500,0.000600,-0.000600,217.70400,10.48790,-10.48790,13.922,0.751,-0.751,0.68500,0.03300,-0.03300,1.242,0.067,-0.067
HAT-P-25,b,297.00,17.00,159.314258,-27.442491,0.046600,0.000500,-0.000500,180.20200,6.99197,-6.99197,13.339,0.908,-0.628,0.56700,0.02200,-0.02200,1.190,0.081,-0.056
HAT-P-26,b,134.00,18.00,346.513394,59.873133,0.047900,0.000600,-0.000600,18.75120,2.22472,-2.22472,6.333,0.807,-0.359,0.05900,0.00700,-0.00700,0.565,0.072,-0.032
HAT-P-27,b,204.00,14.00,1.683409,54.543954,0.040300,0.000500,-0.000500,209.75900,10.48790,-10.48790,11.635,0.863,-0.650,0.66000,0.03300,-0.03300,1.038,0.077,-0.058
HAT-P-28,b,395.00,34.00,123.063604,-28.143139,0.043400,0.000700,-0.000700,198.95300,11.75920,-11.75920,13.585,1.267,-0.919,0.62600,0.03700,-0.03700,1.212,0.113,-0.082
HAT-P-29,b,322.00,35.00,135.470653,-9.107909,0.066700,0.000800,-0.000800,247.26100,24.15410,-12.71270,12.408,1.524,-0.919,0.77800,0.07600,-0.04000,1.107,0.136,-0.082
HAT-P-2,b,135.32,14.40,65.020956,45.232339,0.068780,0.000680,-0.000680,2890.00000,76.00000,-76.00000,12.970,0.820,-0.690,9.09000,0.24000,-0.24000,1.157,0.073,-0.062
HAT-P-30,b,193.00,8.00,217.412057,21.405463,0.041900,0.000500,-0.000500,225.96800,8.89887,-8.89887,15.020,0.729,-0.729,0.71100,0.02800,-0.02800,1.340,0.065,-0.065
HAT-P-31,b,354.00,74.00,52.720282,21.063456,0.055000,0.015000,-0.015000,689.98000,33.37070,-24.47190,11.994,5.380,-3.587,2.17100,0.10500,-0.07700,1.070,0.480,-0.320
HAT-P-31,c,354.00,74.00,52.720282,21.063456,,,,1080.58000,0.00000,0.00000,,,,3.40000,,,,,
HAT-P-32,b,283.00,5.00,135.698586,-14.372978,0.034300,0.000400,-0.000400,273.32200,52.12200,-52.12200,20.053,0.280,-0.280,0.86000,0.16400,-0.16400,1.789,0.025,-0.025
HAT-P-33,b,387.00,9.00,185.307412,22.730100,0.049900,0.000500,-0.000500,242.17600,32.10000,-32.10000,18.898,0.504,-0.504,0.76200,0.10100,-0.10100,1.686,0.045,-0.045
HAT-P-34,b,257.00,22.00,58.541037,-8.758864,0.067700,0.000800,-0.000800,1057.70000,67.06000,-67.06000,13.417,1.435,-2.152,3.32800,0.21100,-0.21100,1.197,0.128,-0.192
HAT-P-35,b,535.00,32.00,218.073922,20.308229,0.049800,0.000600,-0.000600,334.98000,10.50000,-10.50000,14.930,1.100,-1.100,1.05400,0.03300,-0.03300,1.332,0.098,-0.098
HAT-P-36,b,317.00,17.00,133.413816,71.837171,0.023800,0.000400,-0.000400,582.24000,31.50000,-31.50000,14.168,0.796,-0.796,1.83200,0.09900,-0.09900,1.264,0.071,-0.071
HAT-P-37,b,411.00,26.00,81.208299,19.983617,0.037900,0.000600,-0.000600,371.53000,32.74000,-32.74000,13.204,0.863,-0.863,1.16900,0.10300,-0.10300,1.178,0.077,-0.077
HAT-P-38,b,249.00,26.00,,,0.052300,0.000900,-0.000900,84.85700,6.35600,-6.35600,9.247,1.031,-0.706,0.26700,0.02000,-0.02000,0.825,0.092,-0.063
HAT-P-39,b,642.00,29.00,201.417298,17.446361,0.050900,0.000600,-0.000600,190.37200,31.46400,-31.46400,17.609,1.211,-0.908,0.59900,0.09900,-0.09900,1.571,0.108,-0.081
HAT-P-3,b,139.00,13.00,100.166723,66.692503,0.038660,0.000410,-0.000410,187.83000,5.72000,-5.72000,9.270,0.616,-0.616,0.59100,0.01800,-0.01800,0.827,0.055,-0.055
HAT-P-40,b,501.00,16.00,97.343605,-9.862857,0.060800,0.000600,-0.001500,195.45700,12.07700,-12.07700,19.392,0.695,-0.695,0.61500,0.03800,-0.03800,1.730,0.062,-0.062
HAT-P-41,b,344.00,12.00,43.840879,-10.626004,0.042600,0.000500,-0.000500,254.25300,32.41700,-32.41700,18.887,0.852,-0.572,0.80000,0.10200,-0.10200,1.685,0.076,-0.051
HAT-P-4,b,314.00,24.00,58.479782,57.336273,0.044380,0.000810,-0.001500,216.11500,0.04000,-0.04000,14.930,0.583,-0.583,0.68000,0.04000,-0.04000,1.332,0.052,-0.052
HAT-P-5,b,342.00,30.00,63.936604,22.149225,0.040750,0.000760,-0.000760,337.00000,35.00000,-35.00000,14.034,0.482,-0.482,1.06000,0.11000,-0.11000,1.252,0.043,-0.043
HAT-P-6,b,261.00,20.00,108.963542,-18.435101,0.052370,0.000850,-0.000900,336.60000,17.00000,-17.00000,14.910,0.720,-0.650,1.05900,0.05300,-0.05200,1.330,0.064,-0.058
HAT-P-7,b,320.00,50.00,80.032910,13.975376,0.032000,0.003300,-0.001300,564.44200,24.47200,-15.57300,15.278,2.186,-0.975,1.77600,0.07700,-0.04900,1.363,0.195,-0.087
HAT-P-8,b,230.00,15.00,97.144567,-21.382393,0.048700,0.002600,-0.002600,483.00000,57.00000,-51.00000,16.800,0.900,-0.700,1.52000,0.18000,-0.16000,1.500,0.080,-0.060
HAT-P-9,b,480.00,60.00,181.086640,21.442699,0.053000,0.002000,-0.002000,250.00000,30.00000,-30.00000,15.700,0.700,-0.700,0.78000,0.09000,-0.09000,1.400,0.060,-0.060
HATS-1,b,303.00,38.00,282.953965,36.812483,0.044400,0.000800,-0.000800,589.55000,83.26800,-62.29210,14.594,1.816,-1.098,1.85500,0.26200,-0.19600,1.302,0.162,-0.098
HD 100655,b,140.85,15.06,229.798958,71.319178,0.760000,0.020000,-0.040000,540.00000,32.00000,-64.00000,,,,1.70000,0.10000,-0.20000,,,
HD 100777,b,52.80,3.00,270.285305,53.257072,1.030000,0.030000,-0.030000,368.66700,9.53400,-9.53400,,,,1.16000,0.03000,-0.03000,,,
HD 10180,c,39.39,0.94,292.805329,-55.693915,0.064100,0.001000,-0.001000,13.10000,0.54000,-0.54000,,,,0.04122,0.00170,-0.00170,,,
HD 10180,d,39.39,0.94,292.805329,-55.693915,0.128600,0.002000,-0.002000,11.75000,0.65000,-0.65000,,,,0.03697,0.00205,-0.00205,,,
HD 10180,e,39.39,0.94,292.805329,-55.693915,0.269900,0.004200,-0.004200,25.10000,1.20000,-1.20000,,,,0.07898,0.00378,-0.00378,,,
HD 10180,f,39.39,0.94,292.805329,-55.693915,0.492900,0.007800,-0.007800,23.90000,1.40000,-1.40000,,,,0.07520,0.00441,-0.00441,,,
HD 10180,g,39.39,0.94,292.805329,-55.693915,1.422000,0.026000,-0.026000,21.40000,3.40000,-3.40000,,,,0.06733,0.01070,-0.01070,,,
HD 10180,h,39.39,0.94,292.805329,-55.693915,3.400000,0.110000,-0.110000,64.40000,4.60000,-4.60000,,,,0.20263,0.01447,-0.01447,,,
HD 101930,b,30.50,0.87,294.010351,3.683337,0.302000,,,95.34498,0.00000,0.00000,,,,0.30000,,,,,
HD 102117,b,42.00,1.41,294.360396,3.055400,0.153200,0.008800,-0.008800,54.66400,5.72100,-5.72100,,,,0.17200,0.01800,-0.01800,,,
HD 102195,b,28.98,0.94,267.218171,61.050029,,,,140.00000,0.00000,0.00000,,,,0.45000,,,,,
HD 102272,b,164.20,,250.293857,70.022167,0.614000,0.001000,-0.001000,1875.11800,63.56300,-63.56300,,,,5.90000,0.20000,-0.20000,,,
HD 102272,c,164.20,,250.293857,70.022167,1.570000,0.050000,-0.050000,826.32300,127.12700,-127.12700,,,,2.60000,0.40000,-0.40000,,,
HD 102329,b,138.50,17.44,266.983709,61.746619,2.010000,,,1880.00000,0.00000,0.00000,,,,5.90000,,,,,
HD 102365,b,9.24,0.06,289.799073,20.710077,0.460000,0.040000,-0.040000,16.00000,2.60000,-2.60000,,,,0.05000,0.00800,-0.00800,,,
HD 102956,b,121.07,12.37,137.972397,57.699218,0.081000,0.002000,-0.002000,305.10400,15.89080,-15.89080,,,,0.96000,0.05000,-0.05000,,,
HD 103197,b,49.33,3.34,293.448514,11.497695,,,,31.78166,0.00000,0.00000,,,,0.10000,,,,,
HD 104067,b,20.82,0.44,286.654418,40.860006,0.264300,0.004500,-0.004500,59.11390,4.13162,-4.13162,,,,0.18600,0.01300,-0.01300,,,
HD 104985,b,102.04,5.14,126.321539,39.917103,0.780000,,,2000.00000,0.00000,0.00000,,,,6.30000,,,,,
HD 106252,b,37.44,1.23,273.502761,70.713178,2.611000,0.026000,-0.026000,2200.00000,51.00000,-51.00000,,,,6.92000,0.16000,-0.16000,,,
HD 106270,b,87.87,7.23,287.595668,52.228706,4.300000,,,3500.00000,0.00000,0.00000,,,,11.00000,,,,,
HD 10647,b,17.35,0.19,286.897363,-61.769326,2.030000,0.150000,-0.150000,300.00000,57.00000,-57.00000,,,,0.93000,0.18000,-0.18000,,,
HIP 59743A,b,36.36,1.93,287.285812,54.507094,,,,3337.00000,,,,,,10.49980,,,,,
HD 10697,b,32.56,0.84,139.671366,-41.043341,2.131000,0.018000,-0.018000,1970.00000,48.00000,-48.00000,,,,6.21000,0.15000,-0.15000,,,
HD 107148,b,51.26,2.50,287.371830,58.575395,0.269000,0.016000,-0.016000,66.74100,11.44100,-11.44100,,,,0.21000,0.03600,-0.03600,,,
HD 108147,b,38.56,1.00,300.125329,-1.290217,0.102000,0.005900,-0.005900,83.00000,13.00000,-13.00000,,,,0.26100,0.04000,-0.04000,,,
HD 108863,b,138.50,18.02,258.985622,82.939960,1.400000,,,826.00000,0.00000,0.00000,,,,2.60000,,,,,
HD 108874,b,68.54,5.37,253.571088,83.624599,1.053000,0.061000,-0.061000,426.00000,41.00000,-41.00000,,,,1.34000,0.11000,-0.11000,,,
HD 108874,c,68.54,5.37,253.571088,83.624599,2.770000,0.160000,-0.160000,338.20000,31.00000,-31.00000,,,,1.06400,0.09900,-0.09900,,,
HD 109246,b,65.62,3.16,124.683863,42.573013,0.330000,0.080000,-0.080000,244.71900,28.60350,-28.60350,,,,0.77000,0.09000,-0.09000,,,
HD 109749,b,59.03,5.98,300.042221,21.980192,0.063500,,,89.00000,5.10000,-5.10000,,,,0.28000,0.01600,-0.01600,,,
HD 110014,b,97.66,7.73,297.697047,54.752220,2.140000,0.030000,-0.030000,3525.00000,300.00000,-300.00000,,,,11.09000,1.00000,-1.00000,,,
HD 111232,b,28.88,0.65,302.694112,-5.554526,1.970000,,,2160.00000,0.00000,0.00000,,,,6.80000,,,,,
HD 113538,b,15.71,0.32,305.025704,10.373918,0.710000,0.010000,-0.010000,85.81050,25.42530,-25.42530,,,,0.27000,0.08000,-0.08000,,,
HD 113538,c,15.71,0.32,305.025704,10.373918,2.430000,0.060000,-0.060000,225.65000,19.06900,-19.06900,,,,0.71000,0.06000,-0.06000,,,
HD 114386,b,28.04,1.00,307.373028,27.651165,1.650000,,,394.09260,0.00000,0.00000,,,,1.24000,,,,,
HIP 64295,c,28.04,1.00,307.373028,27.651165,,,,377.00000,,,,,,1.18622,,,,,
HD 114729,b,35.00,1.15,308.195212,30.780665,2.110000,0.120000,-0.120000,300.00000,32.00000,-32.00000,,,,0.95000,0.10000,-0.10000,,,
HD 114762,b,40.57,2.24,330.658680,79.246772,0.363000,0.021000,-0.021000,3710.00000,310.00000,-310.00000,,,,11.68000,0.96000,-0.96000,,,
HD 114783,b,20.43,0.43,313.669265,60.162079,1.160000,0.019000,-0.019000,350.00000,20.00000,-20.00000,,,,1.10000,0.06000,-0.06000,,,
HD 11506,b,53.82,2.67,187.757215,-73.994616,2.430000,0.240000,-0.120000,1093.28900,286.03500,-149.37400,,,,3.44000,0.90000,-0.47000,,,
HD 11506,c,53.82,2.67,187.757215,-73.994616,0.639000,0.007000,-0.017000,260.61000,98.52300,-158.90800,,,,0.82000,0.31000,-0.50000,,,
HD 116029,b,110.62,10.82,13.885099,82.977258,1.730000,,,667.00000,0.00000,0.00000,,,,2.10000,,,,,
HD 117207,b,33.01,0.97,311.552426,26.665355,3.790000,0.220000,-0.220000,597.00000,54.00000,-54.00000,,,,1.88000,0.17000,-0.17000,,,
HD 117618,b,38.02,1.30,310.111452,15.028259,0.176000,0.010000,-0.010000,56.60000,6.70000,-6.70000,,,,0.17800,0.02100,-0.02100,,,
HD 118203,b,88.57,6.00,109.344272,62.261510,0.070000,,,677.00000,0.00000,0.00000,,,,2.13000,,,,,
HD 11964,b,33.98,1.02,168.577683,-67.090456,3.160000,0.190000,-0.190000,198.00000,18.00000,-18.00000,,,,0.62200,0.05600,-0.05600,,,
HD 11964,c,33.98,1.02,168.577683,-67.090456,0.229000,0.013000,-0.013000,25.00000,3.10000,-3.10000,,,,0.07880,0.00970,-0.00970,,,
HD 11977,b,66.49,2.02,293.925449,-48.355358,1.930000,,,2080.00000,0.00000,0.00000,,,,6.54000,,,,,
HD 121504,b,44.37,1.72,312.085268,5.657071,0.330000,,,388.00000,0.00000,0.00000,,,,1.22000,,,,,
HD 122430,b,133.16,11.80,321.704543,32.842789,1.020000,,,1180.00000,0.00000,0.00000,,,,3.71000,,,,,
HD 125595,b,27.45,0.88,320.911149,19.316652,0.080900,0.001400,-0.001400,13.12580,1.27127,-1.27127,,,,0.04130,0.00400,-0.00400,,,
HD 125612,b,52.83,3.64,331.389895,40.395578,1.370000,,,968.00000,0.00000,0.00000,,,,3.00000,,,,,
HD 125612,c,52.83,3.64,331.389895,40.395578,0.050000,,,18.00000,0.00000,0.00000,,,,0.05800,,,,,
HD 125612,d,52.83,3.64,331.389895,40.395578,4.200000,,,2286.00000,0.00000,0.00000,,,,7.20000,,,,,
HD 126525,b,38.05,1.31,317.624816,8.175663,1.810500,,,71.19000,0.00000,0.00000,,,,0.22400,,,,,
HD 126614,b,68.35,4.98,342.012778,50.315234,2.350000,0.020000,-0.020000,120.00000,10.00000,-10.00000,,,,0.38000,0.04000,-0.04000,,,
HD 12661,b,37.16,1.11,143.063016,-34.582301,0.831000,0.048000,-0.048000,731.00000,60.00000,-60.00000,,,,2.30000,0.19000,-0.19000,,,
HD 12661,c,37.16,1.11,143.063016,-34.582301,2.900000,0.170000,-0.170000,610.00000,51.00000,-51.00000,,,,1.92000,0.16000,-0.16000,,,
HD 128311,b,16.57,0.27,2.729702,59.837362,1.086000,0.008000,-0.008000,461.00000,41.00000,-41.00000,,,,1.45000,0.13000,-0.13000,,,
HD 128311,c,16.57,0.27,2.729702,59.837362,1.745000,0.017000,-0.017000,1030.00000,32.00000,-32.00000,,,,3.24000,0.10000,-0.10000,,,
HD 129445,b,67.61,4.80,313.038172,-8.170266,2.900000,0.200000,-0.200000,508.50700,190.69000,-190.69000,,,,1.60000,0.60000,-0.60000,,,
HD 130322,b,29.76,1.28,353.214842,50.891193,0.089600,0.000600,-0.000600,331.00000,9.50000,-9.50000,,,,1.04000,0.03000,-0.03000,,,
HD 131496,b,121.36,12.90,21.811605,60.588702,2.090000,,,699.00000,0.00000,0.00000,,,,2.20000,,,,,
HD 131664,b,57.21,2.80,311.837849,-12.929855,3.170000,0.030000,-0.030000,5768.37100,111.23600,-111.23600,,,,18.15000,0.35000,-0.35000,,,
HD 13189,b,300.30,,141.567826,-27.708512,1.850000,0.350000,-0.350000,4400.00000,2000.00000,-2000.00000,,,,14.00000,6.00000,-6.00000,,,
HD 132406,b,70.97,3.68,90.149308,55.010121,1.980000,,,1782.95100,0.00000,0.00000,,,,5.61000,,,,,
HD 132563,b,98.52,16.28,74.894377,59.442534,2.620000,0.040000,-0.040000,473.54700,28.60350,-28.60350,,,,1.49000,0.09000,-0.09000,,,
HD 134060,b,24.15,0.44,318.807005,-2.921059,0.044400,,,11.16000,0.00000,0.00000,,,,0.03510,,,,,
HD 134060,c,24.15,0.44,318.807005,-2.921059,2.226300,,,47.89500,0.00000,0.00000,,,,0.15070,,,,,
HD 134606,b,26.91,0.51,314.434672,-10.930882,0.102300,,,9.28000,0.00000,0.00000,,,,0.02920,,,,,
HD 134606,c,26.91,0.51,314.434672,-10.930882,0.296200,,,12.14000,0.00000,0.00000,,,,0.03820,,,,,
HD 134606,d,26.91,0.51,314.434672,-10.930882,1.156700,,,38.46000,0.00000,0.00000,,,,0.12100,,,,,
HD 134987,b,25.65,0.63,339.186087,27.386414,0.810000,0.020000,-0.020000,505.00000,6.00000,-6.00000,,,,1.59000,0.02000,-0.02000,,,
HD 134987,c,25.65,0.63,339.186087,27.386414,5.800000,0.500000,-0.500000,260.00000,10.00000,-10.00000,,,,0.82000,0.03000,-0.03000,,,
HD 136352,b,14.56,0.17,327.077219,7.378274,0.093300,,,5.27600,0.00000,0.00000,,,,0.01660,,,,,
HD 136352,c,14.56,0.17,327.077219,7.378274,0.166500,,,11.38000,0.00000,0.00000,,,,0.03580,,,,,
HD 136352,d,14.56,0.17,327.077219,7.378274,0.411000,,,9.50000,0.00000,0.00000,,,,0.03000,,,,,
HD 136418,b,106.38,7.57,68.487010,56.567369,1.320000,0.030000,-0.030000,635.63300,31.78170,-31.78170,,,,2.00000,0.10000,-0.10000,,,
HD 137388,b,38.45,2.59,309.743435,-19.582249,0.890000,0.020000,-0.020000,70.87310,9.21668,-9.21668,,,,0.22300,0.02900,-0.02900,,,
HD 13808,b,28.60,0.63,279.093809,-59.460400,0.101700,,,10.33000,0.00000,0.00000,,,,0.03250,,,,,
HD 13808,c,28.60,0.63,279.093809,-59.460400,0.247600,,,11.40000,0.00000,0.00000,,,,0.03600,,,,,
HD 13931,b,45.52,1.91,138.831694,-16.447877,5.150000,0.290000,-0.290000,597.00000,48.00000,-48.00000,,,,1.88000,0.15000,-0.15000,,,
HD 139357,b,121.36,7.46,86.159535,49.847437,2.360000,0.200000,-0.200000,3101.89000,683.30600,-683.30600,,,,9.76000,2.15000,-2.15000,,,
HD 141937,b,33.46,1.17,351.888654,26.781275,1.520000,,,3080.00000,0.00000,0.00000,,,,9.70000,,,,,
HD 142022 A,b,35.87,0.85,307.720278,-23.317230,3.030000,0.050000,-0.050000,1600.00000,830.00000,-480.00000,,,,5.10000,2.60000,-1.50000,,,
HD 142245,b,106.38,9.67,26.943759,46.383524,2.770000,,,604.00000,0.00000,0.00000,,,,1.90000,,,,,
HD 142415,b,34.57,0.98,324.177899,-5.253831,1.050000,,,515.00000,0.00000,0.00000,,,,1.62000,,,,,
HD 142,b,25.64,0.41,321.587087,-66.386565,1.045000,0.061000,-0.061000,416.00000,57.00000,-57.00000,,,,1.31000,0.18000,-0.18000,,,
HD 143361,b,59.35,4.19,334.969392,6.274062,2.000000,,,991.58800,457.65600,-457.65600,,,,3.12000,1.44000,-1.44000,,,
HD 145377,b,55.19,3.16,348.638427,17.538805,0.450000,0.004000,-0.004000,1830.62400,31.78200,-31.78200,,,,5.76000,0.10000,-0.10000,,,
HD 145457,b,126.10,10.63,44.301478,46.030237,0.760000,,,921.66800,0.00000,0.00000,,,,2.90000,,,,,
HD 1461,b,23.44,0.46,99.302569,-69.408826,0.063438,0.000018,-0.000018,7.60000,1.20000,-1.20000,,,,0.02400,0.00380,-0.00380,,,
HD 1461,c,23.44,0.46,99.302569,-69.408826,0.111700,,,5.91100,0.00000,0.00000,,,,0.01860,,,,,
HD 147018,b,42.68,1.66,325.411862,-8.440474,0.238800,0.003900,-0.003900,674.00000,20.00000,-20.00000,,,,2.12000,0.07000,-0.07000,,,
HD 147018,c,42.68,1.66,325.411862,-8.440474,1.922000,0.039000,-0.039000,2080.00000,100.00000,-100.00000,,,,6.56000,0.32000,-0.32000,,,
HD 147513,b,12.87,0.14,341.620812,7.212732,1.320000,,,385.00000,0.00000,0.00000,,,,1.21000,,,,,
HD 148156,b,53.05,2.75,337.022602,1.701676,2.450000,0.040000,-0.050000,270.14400,212.93700,-15.89080,,,,0.85000,0.67000,-0.05000,,,
HD 148427,b,59.28,3.19,2.417369,23.581615,0.930000,0.010000,-0.010000,310.00000,30.00000,-30.00000,,,,0.96000,0.10000,-0.10000,,,
HD 149026,b,78.86,4.62,61.296758,43.283307,0.042880,0.000500,-0.000330,116.95700,4.13200,-4.44900,9.113,0.303,-0.280,0.36800,0.01300,-0.01400,0.813,0.027,-0.025
HD 149143,b,63.49,4.04,17.516745,31.481715,0.053000,,,423.00000,0.00000,0.00000,,,,1.33000,,,,,
HD 149382,b,76.51,6.87,11.816054,27.897819,,,,4930.00000,2400.00000,-2400.00000,,,,15.50000,7.50000,-7.50000,,,
HD 1502,b,167.50,25.26,111.216101,-48.084195,1.310000,,,985.00000,0.00000,0.00000,,,,3.10000,,,,,
HD 150433,b,29.55,0.81,13.946174,27.119711,1.930300,,,53.39000,0.00000,0.00000,,,,0.16800,,,,,
HD 152079,b,85.18,9.19,339.892243,-1.568839,3.200000,2.100000,-2.100000,953.45000,635.63300,-635.63300,,,,3.00000,2.00000,-2.00000,,,
HD 152581,b,182.82,31.76,30.611579,31.490882,1.480000,,,477.00000,0.00000,0.00000,,,,1.50000,,,,,
HD 153950,b,51.87,3.18,343.476552,-1.231061,1.280000,0.010000,-0.010000,867.63900,15.89100,-15.89100,,,,2.73000,0.05000,-0.05000,,,
HD 154088,b,18.08,0.29,355.237225,7.673570,0.131600,,,6.13400,0.00000,0.00000,,,,0.01930,,,,,
